"Plot Title: 10679014 jackson July29"
"#","Date Time, GMT-05:00","K-Type, °F (LGR S/N: 10679014, SEN S/N: 10679014, LBL: water pipe)"
1,07/29/16 10:26:34 AM,72.86
2,07/29/16 11:26:34 AM,73.92
3,07/29/16 12:26:34 PM,73.98
4,07/29/16 01:26:34 PM,74.86
5,07/29/16 02:26:34 PM,75.34
6,07/29/16 03:26:34 PM,76.75
7,07/29/16 04:26:34 PM,77.95
8,07/29/16 05:26:34 PM,75.16
9,07/29/16 06:26:34 PM,74.30
10,07/29/16 07:26:34 PM,73.89
11,07/29/16 08:26:34 PM,74.23
12,07/29/16 09:26:34 PM,73.53
13,07/29/16 10:26:34 PM,73.27
14,07/29/16 11:26:34 PM,73.45
15,07/30/16 12:26:34 AM,72.30
16,07/30/16 01:26:34 AM,72.70
17,07/30/16 02:26:34 AM,72.82
18,07/30/16 03:26:34 AM,72.77
19,07/30/16 04:26:34 AM,72.61
20,07/30/16 05:26:34 AM,72.54
21,07/30/16 06:26:34 AM,72.18
22,07/30/16 07:26:34 AM,72.07
23,07/30/16 08:26:34 AM,71.82
24,07/30/16 09:26:34 AM,69.84
25,07/30/16 10:26:34 AM,73.09
26,07/30/16 11:26:34 AM,77.43
27,07/30/16 12:26:34 PM,82.18
28,07/30/16 01:26:34 PM,85.08
29,07/30/16 02:26:34 PM,87.33
30,07/30/16 03:26:34 PM,84.78
31,07/30/16 04:26:34 PM,88.74
32,07/30/16 05:26:34 PM,86.99
33,07/30/16 06:26:34 PM,88.02
34,07/30/16 07:26:34 PM,86.16
35,07/30/16 08:26:34 PM,86.09
36,07/30/16 09:26:34 PM,85.33
37,07/30/16 10:26:34 PM,84.70
38,07/30/16 11:26:34 PM,85.87
39,07/31/16 12:26:34 AM,85.48
40,07/31/16 01:26:34 AM,85.53
41,07/31/16 02:26:34 AM,84.40
42,07/31/16 03:26:34 AM,81.61
43,07/31/16 04:26:34 AM,84.16
44,07/31/16 05:26:34 AM,84.07
45,07/31/16 06:26:34 AM,84.13
46,07/31/16 07:26:34 AM,84.69
47,07/31/16 08:26:34 AM,84.72
48,07/31/16 09:26:34 AM,82.47
49,07/31/16 10:26:34 AM,79.97
50,07/31/16 11:26:34 AM,82.04
51,07/31/16 12:26:34 PM,87.01
52,07/31/16 01:26:34 PM,89.19
53,07/31/16 02:26:34 PM,101.30
54,07/31/16 03:26:34 PM,98.24
55,07/31/16 04:26:34 PM,104.63
56,07/31/16 05:26:34 PM,105.06
57,07/31/16 06:26:34 PM,106.12
58,07/31/16 07:26:34 PM,102.79
59,07/31/16 08:26:34 PM,100.56
60,07/31/16 09:26:34 PM,86.13
61,07/31/16 10:26:34 PM,76.57
62,07/31/16 11:26:34 PM,76.05
63,08/01/16 12:26:34 AM,75.74
64,08/01/16 01:26:34 AM,75.45
65,08/01/16 02:26:34 AM,75.29
66,08/01/16 03:26:34 AM,75.15
67,08/01/16 04:26:34 AM,74.98
68,08/01/16 05:26:34 AM,74.86
69,08/01/16 06:26:34 AM,74.91
70,08/01/16 07:26:34 AM,74.89
71,08/01/16 08:26:34 AM,74.50
72,08/01/16 09:26:34 AM,72.73
73,08/01/16 10:26:34 AM,75.34
74,08/01/16 11:26:34 AM,79.59
75,08/01/16 12:26:34 PM,84.40
76,08/01/16 01:26:34 PM,88.97
77,08/01/16 02:26:34 PM,92.16
78,08/01/16 03:26:34 PM,94.30
79,08/01/16 04:26:34 PM,95.74
80,08/01/16 05:26:34 PM,99.86
81,08/01/16 06:26:34 PM,96.48
82,08/01/16 07:26:34 PM,95.34
83,08/01/16 08:26:34 PM,96.67
84,08/01/16 09:26:34 PM,94.71
85,08/01/16 10:26:34 PM,95.36
86,08/01/16 11:26:34 PM,95.94
87,08/02/16 12:26:34 AM,93.58
88,08/02/16 01:26:34 AM,93.07
89,08/02/16 02:26:34 AM,92.77
90,08/02/16 03:26:34 AM,92.84
91,08/02/16 04:26:34 AM,96.51
92,08/02/16 05:26:34 AM,92.53
93,08/02/16 06:26:34 AM,91.02
94,08/02/16 07:26:34 AM,93.09
95,08/02/16 08:26:34 AM,88.45
96,08/02/16 09:26:34 AM,77.47
97,08/02/16 10:26:34 AM,78.51
98,08/02/16 11:26:34 AM,78.93
99,08/02/16 12:26:34 PM,80.76
100,08/02/16 01:26:34 PM,81.77
101,08/02/16 02:26:34 PM,83.41
102,08/02/16 03:26:34 PM,87.66
103,08/02/16 04:26:34 PM,91.04
104,08/02/16 05:26:34 PM,95.41
105,08/02/16 06:26:34 PM,94.69
106,08/02/16 07:26:34 PM,87.66
107,08/02/16 08:26:34 PM,86.38
108,08/02/16 09:26:34 PM,86.23
109,08/02/16 10:26:34 PM,86.97
110,08/02/16 11:26:34 PM,86.07
111,08/03/16 12:26:34 AM,82.83
112,08/03/16 01:26:34 AM,85.12
113,08/03/16 02:26:34 AM,84.97
114,08/03/16 03:26:34 AM,85.03
115,08/03/16 04:26:34 AM,84.97
116,08/03/16 05:26:34 AM,84.83
117,08/03/16 06:26:34 AM,85.64
118,08/03/16 07:26:34 AM,85.32
119,08/03/16 08:26:34 AM,83.26
120,08/03/16 09:26:34 AM,78.62
121,08/03/16 10:26:34 AM,81.10
122,08/03/16 11:26:34 AM,84.83
123,08/03/16 12:26:34 PM,89.58
124,08/03/16 01:26:34 PM,88.77
125,08/03/16 02:26:34 PM,92.50
126,08/03/16 03:26:34 PM,95.72
127,08/03/16 04:26:34 PM,101.44
128,08/03/16 05:26:34 PM,97.93
129,08/03/16 06:26:34 PM,97.75
130,08/03/16 07:26:34 PM,84.96
131,08/03/16 08:26:34 PM,81.64
132,08/03/16 09:26:34 PM,80.83
133,08/03/16 10:26:34 PM,80.78
134,08/03/16 11:26:34 PM,80.98
135,08/04/16 12:26:34 AM,80.67
136,08/04/16 01:26:34 AM,81.01
137,08/04/16 02:26:34 AM,80.73
138,08/04/16 03:26:34 AM,80.49
139,08/04/16 04:26:34 AM,80.40
140,08/04/16 05:26:34 AM,80.37
141,08/04/16 06:26:34 AM,81.30
142,08/04/16 07:26:34 AM,79.95
143,08/04/16 08:26:34 AM,79.18
144,08/04/16 09:26:34 AM,75.83
145,08/04/16 10:26:34 AM,77.86
146,08/04/16 11:26:34 AM,82.22
147,08/04/16 12:26:34 PM,86.23
148,08/04/16 01:26:34 PM,89.87
149,08/04/16 02:26:34 PM,91.60
150,08/04/16 03:26:34 PM,93.56
151,08/04/16 04:26:34 PM,96.21
152,08/04/16 05:26:34 PM,95.32
153,08/04/16 06:26:34 PM,87.98
154,08/04/16 07:26:34 PM,86.90
155,08/04/16 08:26:34 PM,87.78
156,08/04/16 09:26:34 PM,85.68
157,08/04/16 10:26:34 PM,85.14
158,08/04/16 11:26:34 PM,84.81
159,08/05/16 12:26:34 AM,84.74
160,08/05/16 01:26:34 AM,84.25
161,08/05/16 02:26:34 AM,84.18
162,08/05/16 03:26:34 AM,84.16
163,08/05/16 04:26:34 AM,84.18
164,08/05/16 05:26:34 AM,84.15
165,08/05/16 06:26:34 AM,79.88
166,08/05/16 07:26:34 AM,84.06
167,08/05/16 08:26:34 AM,82.58
168,08/05/16 09:26:34 AM,75.43
169,08/05/16 10:26:34 AM,77.77
170,08/05/16 11:26:34 AM,82.45
171,08/05/16 12:26:34 PM,88.77
172,08/05/16 01:26:34 PM,91.65
173,08/05/16 02:26:34 PM,99.70
174,08/05/16 03:26:34 PM,99.57
175,08/05/16 04:26:34 PM,97.68
176,08/05/16 05:26:34 PM,98.82
177,08/05/16 06:26:34 PM,97.23
178,08/05/16 07:26:34 PM,92.32
179,08/05/16 08:26:34 PM,85.51
180,08/05/16 09:26:34 PM,86.41
181,08/05/16 10:26:34 PM,85.03
182,08/05/16 11:26:34 PM,82.87
183,08/06/16 12:26:34 AM,83.73
184,08/06/16 01:26:34 AM,82.99
185,08/06/16 02:26:34 AM,82.69
186,08/06/16 03:26:34 AM,82.49
